MOF Identifier v1 (SMILES + Metadata),Largest Cavity Diameter (Ã…),Pore Limiting Diameter (Ã…),Largest Free Path Diameter (Ã…),Crystal Density (g/cm3),Pore Volume (A3),Void Fraction,Pore Volume (cm3/g),Metal Types,Heat Capacity at 300 K (J/g/K),Heat Capacity Std. Dev. at 300 K (J/g/K),Heat Capacity at 350 K (J/g/K),Heat Capacity Std. Dev. at 350 K (J/g/K),Heat Capacity at 400 K (J/g/K),Heat Capacity Std. Dev. at 400 K (J/g/K),Heat Capacity Temperature Coefficient (J/g/K/K),Heat Capacity Intercept (J/g/K),Number of Atoms,Thermal Stability (â„ƒ),Solvent Stability,Water Stability,KH Classes
[La].[O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)O)c(nc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.77475,3.38214,4.77475,1.445,706.164,0.4412,0.305329,La,0.81188201,0.02530328,0.908194078,0.051466898,0.957431743,0.061124514,0.001455497,0.383078547,120,321,0.9167644,0.81,superstrong_high_loading
O=C1c2cc(ccc2-c2c1cc(cc2)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Eu],5.55831,3.99162,5.52732,1.33728,1682.88,0.5162,0.386008,Eu,0.757397874,0.017048844,0.863159655,0.0305921,0.911435963,0.042740499,0.001540381,0.304864521,204,383.6,0.8277502,0.82,none
O=C1c2cc(ccc2-c2c1cc(cc2)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Tb],5.37255,3.53538,5.28365,1.38303,1569.28,0.4926,0.356174,Tb,0.747974652,0.016974203,0.853510523,0.030717546,0.903181266,0.042857931,0.001552066,0.291665663,204,367.3,0.81493515,0.77,none
unknown,5.35684,3.53187,5.11398,1.39151,1596.78,0.5016,0.360473,Dy,0.7451461,0.016720467,0.84901869,0.030479004,0.898876823,0.042410501,0.001537307,0.292956342,204,385.1,0.8856449,0.7,none
O=C1c2cc(ccc2-c2c1cc(cc2)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Gd],5.37591,3.59599,5.37482,1.37105,1588.61,0.4956,0.361474,Gd,0.751401529,0.016876694,0.856027895,0.03123822,0.904542469,0.043664108,0.001531409,0.301330676,204,372.4,0.8058342,0.78,none
unknown,4.76059,3.60611,4.76025,1.42845,594.979,0.4302,0.301166,Cd,0.848365643,0.030569478,0.942724376,0.064930684,0.99717688,0.074278919,0.001488112,0.408582971,110,363.1,0.8516562,0.747104278,weak
NC1=NC(=[N]=C([N]1)N)c1ccncc1.NC1=[N]=C(N)N=C([N]1)c1ccncc1.[Co][Co].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],9.82648,4.70794,9.8113,0.984461,9854.04,0.5948,0.604189,Co,0.897651073,0.029975689,1.00008201,0.055927149,1.060309862,0.07360741,0.001626588,0.416708552,936,399,0.9408227,0.868226601,unknown
[Co][OH]1[Co][OH2][Co]21[OH2][Co][OH]2[Co].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2Cc1ccc(cc1)Cn1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],5.35519,4.50996,5.35519,1.18156,2247.98,0.5056,0.42791,Co,0.883377123,0.027449538,0.999281594,0.040522778,1.053250227,0.057362371,0.001698731,0.384080444,294,337,0.8901393,0.67,superstrong_high_loading
C(Cc1ccncc1)Cc1ccncc1.[Co].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1n2Cc1ccc(cc1)Cn1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],5.31366,3.51306,5.22613,1.18543,1471.73,0.4678,0.394624,Co,0.967198291,0.048779723,1.064507021,0.087534004,1.120472231,0.092095949,0.001532739,0.514267056,252,325.3,0.37951702,0.843076923,strong
unknown,6.02273,3.21078,5.26405,1.17078,1478.39,0.476,0.406566,Co,0.952235451,0.045030212,1.056423181,0.083360747,1.109137665,0.090371039,0.001569022,0.490107678,240,325.1,0.42508608,0.863076923,strong
Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Er],5.28005,3.47451,5.28005,1.69558,506.391,0.5412,0.319184,Er,0.558343613,0.008639579,0.5937454,0.01036709,0.638719544,0.013449024,0.000803759,0.315620425,38,312.6,0.9581826,0.47,none
Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Er],5.63408,3.90895,5.6322,1.34705,1496.71,0.6354,0.471696,Er,0.561838165,0.011242433,0.591270372,0.009682342,0.636044051,0.014352678,0.000742059,0.336663595,76,303.4,0.9480673,0.56,none
Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Er],5.26289,4.14433,5.26289,1.29893,786.585,0.644,0.495793,Er,0.571049143,0.013250186,0.601180565,0.01179938,0.647420348,0.016496642,0.000763712,0.339250806,38,315.6,0.95266414,0.57,none
unknown,7.26622,6.52759,7.07921,0.939898,1012.54,0.5706,0.607087,Ni,0.924225683,0.049014304,1.025435034,0.091900004,1.086202821,0.101724688,0.001619771,0.445034531,112,340.9,0.4496784,0.74,weak
unknown,6.85714,3.82432,6.85714,0.973127,986.766,0.5786,0.594578,Cd,0.901606958,0.051920394,0.989406311,0.098100099,1.052973863,0.096233185,0.001513669,0.451544873,111,388.8,0.8613046,0.81,weak
[Co][OH2][Co].[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1,5.35697,2.97763,5.35234,1.2779,782.686,0.4778,0.373896,Co,0.878647138,0.029983578,0.980353964,0.058017985,1.033287379,0.068823618,0.001546402,0.422855314,116,322.9,0.17415193,0.541648352,strong
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],7.20343,5.1239,7.20151,0.967943,1885.16,0.6444,0.665741,Zn,0.815477227,0.021306967,0.914163483,0.040236462,0.966428979,0.054488769,0.001509518,0.370358763,134,392.5,0.8233336,0.639642857,weak
unknown,5.26305,3.46561,5.0192,1.60118,2137.98,0.4712,0.294283,Cd,0.772421539,0.016604517,0.860369264,0.02241453,0.922703354,0.02433526,0.001502818,0.325845034,324,285.8,0.1255858,0.759411765,none
unknown,5.31114,4.55393,5.30322,1.17917,1956.6,0.513,0.435053,Cd,0.863514703,0.035782118,0.955227574,0.07050326,1.009938472,0.080953503,0.001464238,0.430410391,260,278.8,0.5795232,0.859545455,none
[O-]C(=O)c1cc(NC2=NC(=[N]=C([N]2)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn].[Zn][O]([Zn])[Zn],9.69734,4.09287,5.83715,0.886402,15331.3,0.6664,0.751804,Zn,0.821669091,0.018039605,0.937679266,0.030138026,0.987297217,0.038995265,0.001656281,0.335850082,956,412.7,0.5470132,0.69,unknown
[O-]C(=O)c1cc(NC2=NC(=[N]=C([N]2)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn].[Zn][O]([Zn])[Zn],9.65699,4.07308,5.76892,0.887986,15414.2,0.6712,0.755867,Zn,0.821357613,0.017413806,0.938241043,0.030473008,0.989479121,0.039126944,0.001681215,0.32793398,956,412.3,0.53652805,0.69,unknown
Cc1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],11.30481,6.66246,11.30481,0.711262,5595.05,0.735,1.03337,Cu,0.82071753,0.022926438,0.903764113,0.049950272,0.957740353,0.055355559,0.001370228,0.41449412,270,308.2,0.93550104,0.367,weak
[Mn].[O-]C(=O)c1cc(cc(c1)c1cc(nc(c1)c1ccccn1)c1ccccn1)C(=O)[O-],5.4427,4.33077,5.44236,1.08115,2910.39,0.526,0.486518,Mn,0.906446004,0.027972053,1.007535768,0.058423363,1.076675661,0.072908495,0.001702297,0.401082012,352,417.7,0.80066574,0.66,weak
unknown,5.79654,5.54886,5.79654,1.18954,318.032,0.5582,0.469257,Mn,0.80807237,0.034699621,0.897705115,0.052225763,0.984598402,0.049812716,0.00176526,0.278950848,34,304.2,0.642044,0.45,weak
[O-]C(=O)c1cc(ccc1c1ccc(c(c1)N(=O)=O)C(=O)[O-])C(=O)[O-].[Zn][OH]1[Zn][OH]([Zn]1)[Zn].n1ccc(cc1)c1ccncc1,6.88202,3.80287,6.88202,1.27922,1645.21,0.5012,0.391801,Zn,0.837990721,0.024372404,0.946906301,0.050415951,0.991697635,0.059369415,0.001537069,0.38755735,216,320.4,0.52883023,0.746605985,strong
[Ni][OH2][Ni].[O-]C(=O)c1cc(ccc1c1ccc(c(c1)N(=O)=O)C(=O)[O-])C(=O)[O-].[OH2][Ni].n1ccc(cc1)c1ccncc1,5.84904,4.05574,5.84904,1.24538,1653.19,0.4924,0.395382,Ni,0.900747093,0.025379666,1.008956521,0.060542822,1.059616587,0.068352075,0.001588695,0.433730171,238,273.1,0.5972835,0.857285304,strong
[In].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],6.45976,4.16361,6.45976,1.05675,2243.44,0.612,0.579134,In,0.804337339,0.023734857,0.904175064,0.044486845,0.949872931,0.054802938,0.001455356,0.376753872,184,378.8,0.8344578,0.829411765,none
[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],7.94208,4.72487,7.9272,1.13415,5320.26,0.562,0.495526,In,0.807467356,0.02483027,0.905258626,0.054760338,0.943092992,0.063410283,0.001356256,0.410583268,540,328.7,0.8662492,0.679411765,weak
unknown,6.70349,4.78212,6.69739,1.4561,2531.2,0.5562,0.381979,Cd,0.697737225,0.010788663,0.769725272,0.022117268,0.823314054,0.026194391,0.001255768,0.324073285,252,294.4,0.706892,0.5895,unknown
[Cd]I.[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C1=C[CH]N(C=C1)Cc1ccc(cc1)CN1[CH]C=C(C=C1)c1ccncc1,6.25875,4.356,5.64144,1.39764,1497.11,0.515,0.368477,Cd,0.685674186,0.023179687,0.778158483,0.037838069,0.826340263,0.050105927,0.001406661,0.271059705,184,359.9,0.4499684,0.829411765,weak
O=N(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C=O.[Zn].[Zn][Zn],9.76418,6.94382,9.71131,0.796242,7242.64,0.7228,0.907764,Zn,0.821756809,0.015117918,0.912699242,0.034106883,0.964850207,0.042899947,0.001430934,0.398941862,368,368.1,0.6099918,0.75,strong
[Eu].[O-]C(=O)c1cc(CN2C=CC=C([CH]2)[O])cc(c1)C(=O)[O-].[O-]C(=O)c1cc(CN2[CH]C=CC(=C2)[O])cc(c1)C(=O)[O-].[O-]C=O,3.18745,2.54225,3.18736,2.04542,486.235,0.3198,0.15635,Eu,0.729917719,0.022739657,0.801758144,0.041350859,0.847054951,0.046040903,0.001171372,0.382929958,136,331.6,0.36750567,0.76,strong
[O-]C(=O)c1cncc(c1)C(=O)[O-].[Pr],4.97189,3.79936,4.61458,1.59835,807.039,0.4998,0.312697,Pr,0.657893306,0.011189703,0.723161016,0.02950924,0.763245838,0.03236654,0.001053525,0.34603286,94,390.9,0.2662809,0.7405,none
unknown,5.33905,3.63207,5.33384,1.63918,1638.1,0.5058,0.30857,Eu,0.633893556,0.012537974,0.705659248,0.02631851,0.744049217,0.030269373,0.001101557,0.308989198,188,357.1,0.55244046,0.74962963,none
Nc1nc(N)c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],10.56906,5.22934,9.73766,0.792792,5049.83,0.717,0.904399,Cu,0.808145785,0.024737828,0.895710358,0.042040971,0.966109675,0.057225814,0.001579639,0.337114992,270,286,0.90738034,0.585,weak
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)Sc1ccncc1,6.0594,4.09029,6.05531,1.18064,1191.87,0.5348,0.452973,Cd,0.811506106,0.031545177,0.920765744,0.05026221,0.983526713,0.068047761,0.001720206,0.303194059,141,310.4,0.8780072,0.6625,none
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)SSc1ccncc1,6.26064,4.91879,6.26064,0.939663,1850.08,0.635,0.675775,Cd,0.800722885,0.031098168,0.891600861,0.057664936,0.94785537,0.072828283,0.001471325,0.36509601,143,355.4,0.5183102,0.88,none
FC(C1=C(c2ccc(cc2)C2=C(N=N[C]2C(F)(F)F)C(F)(F)F)C(=N[N]1)C(F)(F)F)(F)F.FC(C1=NN=C([C]1c1ccc(cc1)C1=C([N]N=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F.[Co].[OH],3.40112,2.79036,3.38339,1.63923,1130.53,0.4414,0.269272,Co,0.784975602,0.012313916,0.877938155,0.019831273,0.938799587,0.019992122,0.00153824,0.328853834,168,319.6,0.5381284,0.75,weak
[Cd].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])N1[N]C=N[CH]1.c1ncn(c1)c1ccc(cc1)n1cncc1,9.03531,8.71363,9.03531,0.89021,2643.78,0.6576,0.738702,Cd,0.824062641,0.030219041,0.915709491,0.05560735,0.978603893,0.06793737,0.001545413,0.365230959,196,339.7,0.82933354,0.66,weak
Cc1nccn1c1ccc(cc1)n1ccnc1C.[Cd].[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])N1[N]C=N[CH]1,9.07712,6.4111,9.07296,0.774713,3300.91,0.6964,0.898913,Cd,0.836248088,0.036120798,0.926796423,0.064906371,0.994065544,0.073196931,0.001578175,0.366675588,208,342.5,0.8410716,0.55,weak
C(Oc1cc2Cc3cc(OCCn4cncc4)c(cc3Cc3c(Cc2cc1OCCn1cncc1)cc(OCCn1cncc1)c(c3)OCCn1cncc1)OCCn1cncc1)Cn1cncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],7.76646,4.38395,7.73061,1.06139,6313.41,0.573,0.53986,Cd,0.878574616,0.037612625,0.971038894,0.068392079,1.032713595,0.080942201,0.00154139,0.421289268,696,424.2,0.7867805,0.89,unknown
C(Oc1cc2Cc3cc(OCCn4cncc4)c(cc3Cc3c(Cc2cc1OCCn1cncc1)cc(OCCn1cncc1)c(c3)OCCn1cncc1)OCCn1cncc1)Cn1cncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],7.75652,4.77709,7.63592,1.04806,6565.49,0.5884,0.561416,Cd,0.877842905,0.040404522,0.961833396,0.070383,1.026377653,0.082694996,0.001485347,0.435479701,696,322.4,0.72821665,0.97,weak
unknown,5.74581,3.91778,5.74581,1.10163,2606.1,0.5546,0.503435,Zn,0.891862956,0.031331648,1.01992138,0.043534948,1.078911807,0.060429754,0.001870489,0.342227728,296,449,0.734867,0.639473068,weak
O=Cc1ccc(cc1OCc1ccncc1)OCc1ccncc1.[Co][Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],5.67777,3.97572,5.67106,1.08616,2602.24,0.5552,0.511159,Co,0.91323149,0.030448264,1.038456092,0.044510213,1.098112315,0.06106389,0.001848808,0.369517077,296,444.1,0.56905144,0.768226601,weak
[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccccc1.c1cc(nc(c1)n1cncc1)n1cncc1,4.73171,2.7922,4.69008,1.23174,942.686,0.4876,0.395864,Cd,0.860834508,0.03970767,0.962767208,0.074576709,1.020854329,0.086239155,0.001600198,0.38808264,142,425.9,0.9322956,0.65,weak
[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccccc1.c1cc(nc(c1)n1cncc1)n1cncc1,4.4792,2.75315,4.44811,1.18114,853.026,0.4572,0.387082,Co,0.930804974,0.043016006,1.041802019,0.081234373,1.102221993,0.093414607,0.00171417,0.424983427,142,412.7,0.92531705,0.7,weak
[Co][OH]1[Co][OH]([Co]1)[Co].[O-]C(=O)c1ccncc1,6.50079,4.27513,6.45342,1.1763,2924.58,0.5514,0.468757,Co,0.853499037,0.02929605,0.938712704,0.056740842,0.985936704,0.06797948,0.001324377,0.462517648,320,306.6,0.93441975,0.607538462,weak
[Cd].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-].n1ccc(cc1)c1ccncc1,5.71543,3.55888,5.62291,1.26251,1923.79,0.4508,0.357067,Cd,0.899924183,0.037011792,1.007945934,0.076891867,1.065236253,0.090937256,0.001653121,0.412443212,336,296,0.5431953,0.683008812,weak
[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O].[V],3.74263,3.52093,3.74263,1.82841,234.429,0.4164,0.227738,V,0.678889989,0.006626867,0.755096656,0.007941711,0.831633597,0.005105306,0.001527436,0.220604117,36,405.8,0.107286006,0.13,weak
[O-]C(=O)c1ccc(c(c1)C(F)(F)F)C(=O)[O-].[O].[V],6.81587,4.8163,6.59242,1.2417,886.24,0.554,0.446162,V,0.828165108,0.004761032,0.921387522,0.008537571,1.01260525,0.004083976,0.001844401,0.275178798,84,360.1,0.8841741,0.1525,weak
[O-]C(=O)c1ccc(c(c1)C(F)(F)F)C(=O)[O-].[O].[V],3.34574,2.72553,3.32076,1.75338,214.68,0.379,0.216154,V,0.80873708,0.007520587,0.91210721,0.008362825,1.002204886,0.006343617,0.001934678,0.230545739,42,325.1,0.94049776,0.18,weak
[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O].[V],7.16507,5.97028,7.12671,1.39001,821.42,0.5546,0.398989,V,0.678568195,0.006168937,0.758077148,0.00769701,0.831423307,0.005292085,0.001528551,0.221029991,72,415.9,0.13309625,0.1425,weak
[O-]C(=O)c1ccc2c(c1)ccc(n2)C(=O)[O-].[Zn],4.96882,3.23985,4.96869,1.54267,1086.68,0.4498,0.291572,Zn,0.800987283,0.020556279,0.903636762,0.040154764,0.950834614,0.048331682,0.001498473,0.360687226,176,396.4,0.848441,0.779096307,weak
O=C1O[Cd]234O[C](O2)c2ccc(-c5ccc(-n6c7ccc(-c8ccc1cc8)cc7c1cc(-c7ccc([C](O3)O4)cc7)ccc61)cc5)cc2.[OH2][Cd][OH2],8.63493,7.5169,8.63493,0.777562,2318.71,0.6896,0.886875,Cd,0.82297577,0.036342293,0.9312502,0.055358473,0.985756112,0.062662107,0.001627803,0.343596164,145,351.6,0.45026064,0.74,strong
I[Cu]([Cu][Cu][Cu](I)I)I.[Cu][Cu](I)I.c1ccc(cn1)C#Cc1cc(C#Cc2cccnc2)cc(c1)C#Cc1cccnc1,5.36632,4.23886,5.30805,1.62361,5848.21,0.4688,0.28874,Cu,0.638784391,0.019178016,0.687461922,0.039924934,0.73408156,0.047195269,0.000952972,0.353235863,784,322.9,0.40160048,0.24,weak
I[Cu][Cu]I.[Cu][Cu](I)I.c1ccc(cn1)C#Cc1cc(C#Cc2cccnc2)cc(c1)C#Cc1cccnc1,4.80042,4.04778,4.55664,1.47054,3022.86,0.5016,0.341099,Cu,0.692936071,0.022771841,0.768358192,0.041576778,0.822157421,0.046597351,0.001292213,0.308875838,384,318,0.38601398,0.41,weak
I[Cu]([Cu][Cu][Cu](I)I)I.[Cu][Cu](I)I.c1ccc(cn1)C#Cc1cc(C#Cc2cccnc2)cc(c1)C#Cc1cccnc1,5.33884,4.22932,5.28829,1.62361,5858.19,0.4696,0.289232,Cu,0.637894636,0.019245147,0.686904271,0.040127496,0.735386249,0.047605846,0.000974916,0.345507738,784,322.8,0.39849192,0.24,weak
[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])N1[N]C=N[CH]1.[Zn],5.8685,3.23791,5.84844,1.26621,1738.32,0.4674,0.369134,Zn,0.939857866,0.031602528,1.060035738,0.063829552,1.120695297,0.075596488,0.001808374,0.407265295,288,297,0.94784486,0.696809524,strong
[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)CNc1ccc(cc1)NCc1ccncc1,6.88365,6.42016,6.88365,1.17237,1321.25,0.4996,0.426144,Zn,0.930024894,0.038999085,1.032099844,0.075537895,1.08622004,0.085014974,0.001561951,0.469431918,192,345.4,0.712395,0.639071429,weak
[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)CNc1cccc2c1cccc2NCc1ccncc1,6.75137,6.49633,6.75137,1.17359,1372.84,0.4932,0.42025,Zn,0.925968274,0.040223491,1.028444429,0.076431807,1.083560329,0.086541217,0.001575921,0.461085488,204,337.5,0.7196278,0.636571429,weak
[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C(=O)[O-])c1ccc(cc1)c1ccc(s1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],13.71134,11.05968,13.63062,0.575121,12153.7,0.7768,1.35067,Zn,0.799064147,0.031526521,0.876138048,0.049151195,0.944191047,0.060742485,0.001451269,0.36518693,452,320.8,0.78004324,0.62,weak
[Cu].[O]S(=O)(=O)[O].n1ccc(cc1)c1nnc(s1)c1ccncc1,4.13577,3.75215,4.12059,1.57483,701.985,0.4162,0.264283,Cu,0.824252303,0.018197119,0.937675464,0.035695722,0.977846555,0.046151325,0.001535943,0.375678228,124,360,0.48356122,0.78,none
[Eu][OH]1[Eu][OH]2[Eu]1[OH]1[Eu]2[OH]([Eu]1)[Eu].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1.[O-]C=O,6.21597,3.42309,6.2013,1.38038,4102.13,0.4962,0.359465,Eu,0.762219069,0.026143597,0.84715762,0.053732684,0.895406279,0.064819825,0.001331872,0.368772421,572,362.7,0.85888296,0.71,none
unknown,10.88667,9.06105,10.88653,0.720926,8589.19,0.7458,1.0345,Cd,0.751613662,0.028593953,0.836610996,0.047579052,0.889605501,0.057827295,0.001379918,0.34297195,396,348.4,0.8064163,0.82,unknown
C(Cc1ccncc1)Cc1ccncc1.CCOc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.96581,3.72779,4.96581,0.977105,7192.25,0.5606,0.573736,Zn,0.977720551,0.053047222,1.086837418,0.089892369,1.120197283,0.095408548,0.001424767,0.562916518,848,347.4,0.89988756,0.673879549,strong
[Eu].[O-]C(=O)c1ccc(o1)C(=O)[O-],5.86311,4.43195,5.84537,1.49411,1912.81,0.5616,0.375876,Eu,0.605360706,0.010503119,0.666221471,0.020581939,0.710807902,0.024064155,0.001054472,0.291731505,164,347.9,0.9351301,0.678,none
[O-]C(=O)c1ccc(o1)C(=O)[O-].[Pr],5.86694,4.44854,5.79091,1.45065,1938.47,0.569,0.392238,Pr,0.631262276,0.010238144,0.691637681,0.020306213,0.737602405,0.023520322,0.001063401,0.314643671,164,360,0.9373069,0.688,none
[Ce].[O-]C(=O)c1ccc(o1)C(=O)[O-],5.96486,4.52282,5.9502,1.41157,1989.99,0.5696,0.403522,Ce,0.635060764,0.01001593,0.697166956,0.019273258,0.746719042,0.023128919,0.001116583,0.30217828,164,353.7,0.9017972,0.69,none
unknown,5.58354,4.31725,5.56917,1.52568,1809.16,0.5282,0.346207,Nd,0.664946664,0.017233034,0.731870612,0.026248016,0.770767194,0.03549717,0.001058205,0.352156302,188,313.4,0.8077737,0.63962963,none
Cc1[nH][n-]c(c1c1c(C)[n-][nH]c1C)C.[Fe][OH][Fe].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],9.27312,7.76131,9.27312,0.929682,2174.54,0.6422,0.690774,Fe,0.869615181,0.018620938,0.945843322,0.042875253,1.002691889,0.046018942,0.001330767,0.473614985,152,352.2,0.9245436,0.744107143,superstrong_high_loading
unknown,8.30046,4.48716,8.20229,0.915941,2864.82,0.6098,0.665764,In,0.836969078,0.032272504,0.937627126,0.061661632,0.990295978,0.075349981,0.001533269,0.384986581,244,376.8,0.6947948,0.6,weak
[Co][Co].[O-]C(=O)c1cc(cc(c1)n1ccnc1C)C(=O)[O-],4.97073,3.79815,4.88109,1.05942,2263.94,0.5956,0.562192,Co,0.876656928,0.024976453,0.956123575,0.050749449,1.035377718,0.066670436,0.001587208,0.400529976,216,365.2,0.7890835,0.558461538,weak
Cc1ncn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co][Co],4.45932,2.75223,4.45652,1.15956,965.111,0.5558,0.479321,Co,0.880680121,0.026897477,0.96594602,0.057686894,1.031922203,0.066878314,0.001512421,0.430168824,108,329.8,0.83001864,0.62,weak
unknown,4.73706,3.80127,4.73096,1.12986,2410.69,0.5288,0.468025,Zn,0.923255396,0.044639378,1.055637296,0.071316812,1.161616162,0.06760695,0.002383608,0.212573602,328,423.8,0.6869297,0.797281106,weak
unknown,5.05505,4.1455,5.05505,1.17803,4507.05,0.5154,0.437512,Zn,0.951517874,0.040794163,1.07235402,0.065839859,1.168789966,0.061434287,0.002172721,0.303768296,656,409.1,0.644132,0.787281106,weak
C[C]1N=NC(=C1c1ccc(cc1)C(=O)[O-])C.[O-]C(=O)c1ccc(cc1)c1c(C)[n-][nH]c1C.[Zn],4.554,3.89796,4.49806,1.20302,2151.9,0.5026,0.417781,Zn,0.948698126,0.042531783,1.068529993,0.069806862,1.169939689,0.064834965,0.002212416,0.2880438,328,413.1,0.6530862,0.787281106,weak
C[C]1N=NC(=C1c1ccc(cc1)C(=O)[O-])C.[O-]C(=O)c1ccc(cc1)c1c(C)[n-][nH]c1C.[Zn],4.62934,3.86669,4.61383,1.21861,4148.98,0.4908,0.402752,Zn,0.947752462,0.042352715,1.066310259,0.067308898,1.167733006,0.064663305,0.002199805,0.290666675,656,403.6,0.5887277,0.787281106,weak
[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=CS[C]2[C]1SC=C2c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[C]1[CH]S[C]2[C]1S[CH][C]2c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1csc2c1scc2c1cc(cc(c1)C(=O)[O-])C(=O)[O-],10.89818,6.83827,10.89818,0.754762,5697,0.7296,0.966663,Cu,0.777720883,0.013541355,0.857770731,0.029112605,0.920151991,0.036689456,0.001424311,0.353372322,252,301.6,0.79679847,0.655,weak
[Cu].[O-]C(=O)c1cc(CN2[CH]C=C(C=C2)c2ccncc2)cc(c1)C(=O)[O-].n1ccc(cc1)c1ccncc1,5.99609,3.11493,5.98424,1.00861,2018.47,0.5542,0.549468,Cu,0.930222795,0.045150916,1.044633267,0.067552496,1.108042972,0.07545711,0.001778202,0.405262385,236,270.9,0.84555715,0.854708333,weak
unknown,5.35568,4.08168,5.35568,0.994093,2899.05,0.5392,0.542404,Co,0.955421762,0.042174225,1.070453667,0.08029794,1.127835956,0.096090905,0.001724142,0.447787455,352,408,0.9138192,0.95,strong
